Id,Name,Status,Sector,Type,Phase,Specialization,ExamNo,Province,District_Municipality,Local_Municipality,Postal_Code
500342028,Westville Hindu Primary School,Operational,Independent,Ordinary School,Primary School,Primary Subjects,99,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,3630
500342065,Ulundi Independent Primary School,Operational,Independent,Ordinary School,Primary School,Primary Subjects,99,Kzn,Zululand,Ulundi Local Municipality,3838
500342176,Lindayiphi Intermediate School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Ilembe,Mandeni Local Municipality,4491
500342213,Ncekuya Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Uthungulu,Umlalazi Local Municipality,4491
500342250,Batshazwayo Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,5113102,Kzn,Uthungulu,Umlalazi Local Municipality,3815
500342361,Oxford International High School,Operational,Independent,Ordinary School,Secondary School,Ordinary School,5312241,Kzn,Ugu,Umuziwabantu Local Municipality,4680
500342398,John Wesley School Eshowe,Operational,Independent,Ordinary School,Primary School,Primary Subjects,99,Kzn,Uthungulu,Umlalazi Local Municipality,3815
500342472,South Coast Academy,Operational,Independent,Ordinary School,Combined School,Ordinary School,5312254,Kzn,Ugu,Ray Nkonyeni Local Municipality,4285
500342509,Amandlakhe Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,4110
500342546,Ngwenya Msomi Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,4100
500342583,Esizibeni Comprehensive High School,Operational,Public,Ordinary School,Secondary School,Ordinary School,5411306,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,4125
500342620,St Wendolins Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,3609
500342657,Umkhumbane Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,5411207,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,4058
500342694,Siphosethu High School,Operational,Public,Ordinary School,Secondary School,Ordinary School,5113131,Kzn,Uthungulu,Umlalazi Local Municipality,3815
500342731,Copesville Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,5311206,Kzn,Umgungundlovu,The Msunduzi Local Municipality,3201
500342768,Mmoyeni Junior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Ugu,Umdoni Local Municipality,4170
500342805,Sizathina Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,5312322,Kzn,Ugu,Umdoni Local Municipality,4180
500342842,Merlewood Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,5312227,Kzn,Ugu,Ray Nkonyeni Local Municipality,4252
500342879,Sizabonke High School,Operational,Public,Ordinary School,Secondary School,Ordinary School,5112356,Kzn,Zululand,Nongoma Local Municipality,3950
500342916,Mbangayiya Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,5113319,Kzn,Uthungulu,Nkandla Local Municipality,3268
500342953,Mbangomuni Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Zululand,Nongoma Local Municipality,3950
500342990,Kwaziphethe Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,5112324,Kzn,Zululand,Nongoma Local Municipality,3950
500343027,Emaguqeni Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Umkhanyakude,Umhlabuyalingana Local Municipality,3973
500343064,Sakhumuzi Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Zululand,Uphongolo Local Municipality,3170
500343101,Joko Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,5112214,Kzn,Zululand,Ulundi Local Municipality,3838
500343138,Mqubula Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Zululand,Nongoma Local Municipality,3950
500343175,Eklolweni Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Zululand,Nongoma Local Municipality,3950
500343212,Phuzamanzi Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Zululand,Ulundi Local Municipality,3838
500343286,Myekeni Secondary School,Operational,Public,Ordinary School,Secondary School,Primary Subjects,99,Kzn,Zululand,Uphongolo Local Municipality,3170
500343323,Enhlanhleni High School,Operational,Public,Ordinary School,Secondary School,Ordinary School,5112506,Kzn,Zululand,Uphongolo Local Municipality,3170
500343360,Ntabeni Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Uthungulu,Umhlathuze Local Municipality,3887
500343397,Silethukukhanya Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Zululand,Ulundi Local Municipality,3838
500343434,Vulamehlo Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Zululand,Uphongolo Local Municipality,3965
500343471,Ezibindini Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Zululand,Ulundi Local Municipality,3835
500343508,Nomashaka Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Umzinyathi,Nqutu Local Municipality,3135
500343619,Ubuhlebephupho Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Ilembe,Ndwedwe Local Municipality,4450
500343656,Zwelinjani Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Umgungundlovu,Umshwathi Local Municipality,3242
500343693,Siyathuthuka Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Amajuba,Newcastle Local Municipality,2952
500343730,Vulindlela Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Amajuba,Newcastle Local Municipality,2952
500343767,Jabulani Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Uthukela,Okhahlamba Local Municipality,3350
500343804,Maye Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Uthukela,Okhahlamba Local Municipality,3350
500343841,Mhloshana Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Uthukela,Okhahlamba Local Municipality,3350
500343878,Myendane Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Uthukela,Okhahlamba Local Municipality,3350
500343915,Melusi Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Uthukela,Alfred Duma Local Municipality,2920
500343952,Bethulo P P School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Umzinyathi,Msinga Local Municipality,3010
500343989,Kwavulamehlo Public Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Umzinyathi,Msinga Local Municipality,3010
500344026,Mmangaliso Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Umzinyathi,Msinga Local Municipality,3010
500344063,Landulwazi Secondary School,Operational,Public,Ordinary School,Combined School,Primary Subjects,99,Kzn,Umzinyathi,Msinga Local Municipality,3010
500344100,Mahedeni Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Umzinyathi,Msinga Local Municipality,3020
500344248,Westbury Preparatory School,Operational,Independent,Ordinary School,Primary School,Primary Subjects,99,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,4680
500400525,John Wesley Kosi Bay Combined Private School,Operational,Independent,Ordinary School,Combined School,Primary Subjects,99,Kzn,Umkhanyakude,Umhlabuyalingana Local Municipality,3973
500400599,Lozi Junior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Umgungundlovu,Umshwathi Local Municipality,3680
500400636,Lusizolwethu Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Ilembe,Maphumulo Local Municipality,3268
500400673,Kwenzokuhle Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Uthukela,Inkosi Langalibalele Local Municipality,3251
500400710,Mission For Christ Christian School,Operational,Independent,Ordinary School,Combined School,Ordinary School,99,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,4030
500400821,Bluff Christian Academy,Operational,Independent,Ordinary School,Combined School,Ordinary School,99,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,4036
500400895,Kingsword Academy School,Operational,Independent,Ordinary School,Primary School,Ordinary School,99,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,4030
500400932,Rivermead Preparatory School,Operational,Independent,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Greater Kokstad Local Municipality,
500400969,Nophungwa Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Ilembe,Maphumulo Local Municipality,3268
500401006,Vusisizwe Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Ilembe,Maphumulo Local Municipality,3268
500401043,Mbonomuhle Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Uthungulu,Nkandla Local Municipality,3855
500401117,Ugu Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Zululand,Uphongolo Local Municipality,3170
500401154,Bhekisizwe Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,5112102,Kzn,Umzinyathi,Nqutu Local Municipality,3850
500401191,Ekuthuthukeni Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,5112104,Kzn,Umzinyathi,Nqutu Local Municipality,3135
500401302,Ebrahim Lockhat Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,5212302,Kzn,Umzinyathi,Nqutu Local Municipality,3135
500401339,Isibonelesihle Combined Primary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Amajuba,Emadlangeni Local Municipality,2952
500401376,Nhlakanipho Combined School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Zululand,Edumbe Local Municipality,3180
500401413,Umzilikazi High School,Operational,Public,Ordinary School,Secondary School,Ordinary School,5213233,Kzn,Amajuba,Emadlangeni Local Municipality,2980
500401450,Emgangeni Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,5312332,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,4125
500401487,Little Darlings Educare Centre,Operational,Independent,Ordinary School,Primary School,Primary Subjects,99,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,4052
500401524,Toc Educare Academy,Operational,Independent,Ordinary School,Primary School,Ordinary School,99,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,4068
500401635,Asiphephe Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,3607
500401672,Kwazikwakhe Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Uthungulu,Umlalazi Local Municipality,3815
500401709,Maguqu Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Uthungulu,Umlalazi Local Municipality,3815
500401783,Fingqindlela Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Uthungulu,Mfolozi Local Municipality,3915
500401820,Gwejobomvu S S School,Operational,Public,Ordinary School,Secondary School,Ordinary School,99,Kzn,Uthungulu,Umhlathuze Local Municipality,3900
500401857,Umkhosi High School,Operational,Public,Ordinary School,Secondary School,Ordinary School,5113470,Kzn,Uthungulu,Mfolozi Local Municipality,3880
500401894,Mjabuliseni Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,5113216,Kzn,Uthungulu,Umhlathuze Local Municipality,3887
500401931,Siphumelele Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,4310
500401968,Rocky S Drift Primary School,Operational,Public,Ordinary School,Primary School,Intellectual Disability,99,Kzn,Umgungundlovu,Mpofana Local Municipality,3300
500402005,Matabetulu Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,4360
500403411,Vusisizwe Independent School,Operational,Independent,Ordinary School,Combined School,Ordinary School,99,Kzn,Zululand,Uphongolo Local Municipality,3170
500406371,Melmoth Christian School,Operational,Independent,Ordinary School,Primary School,Ordinary School,99,Kzn,Uthungulu,Mthonjaneni Local Municipality,3835
500406408,Ixopo Montessori Primary School,Operational,Independent,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Ubuhlebezwe Local Municipality,3276
500406519,Ulusda Christian Primary School,Operational,Independent,Ordinary School,Primary School,Primary Subjects,99,Kzn,Zululand,Ulundi Local Municipality,3838
500406741,Westgate Christian Academy,Operational,Independent,Ordinary School,Primary School,Ordinary School,99,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,
500406778,Magut Privaatskool,Operational,Independent,Ordinary School,Combined School,Primary Subjects,99,Kzn,Zululand,Uphongolo Local Municipality,3170
500407000,Zimele High School,Operational,Independent,Ordinary School,Secondary School,Ordinary School,5411245,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,
500407037,Duduzile Junior Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,99,Kzn,Ugu,Ray Nkonyeni Local Municipality,4240
500407074,Nongwinya Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Ugu,Umzumbe Local Municipality,3306
500407111,Magugu Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Ugu,Umzumbe Local Municipality,3306
500407148,St Faiths Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Ugu,Umzumbe Local Municipality,4642
500407259,Sibongujeza Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Ugu,Umzumbe Local Municipality,4220
500407555,Star College,Operational,Independent,Ordinary School,Combined School,Ordinary School,5412127,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,
500407592,Imbaliyethu Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,4030
500407777,Waterfall College,Operational,Independent,Ordinary School,Combined School,Ordinary School,99,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,3652
500407888,Mandathane Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Uthungulu,Nkandla Local Municipality,3855
500407999,Usethubeni Youth School,Operational,Public,Ordinary School,Secondary School,Ordinary School,5412131,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,3630
500410367,Msindazwe Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Umkhanyakude,Big Five Hlabisa Local Municipality,3960
500410907,Ekukhanyeni Primary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Umzinyathi,Nqutu Local Municipality,3135
500410959,Sizanempi Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Zululand,Ulundi Local Municipality,3116
500410996,Ngome Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Zululand,Abaqulusi Local Municipality,3950
500411033,Mgobhozi Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Zululand,Abaqulusi Local Municipality,3114
500411070,Zibambele Cp School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Uthungulu,Umlalazi Local Municipality,3815
500411107,Nsukumbili Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Umkhanyakude,Umhlabuyalingana Local Municipality,3973
500411144,Mandlemfundo Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,5111204,Kzn,Umkhanyakude,Umhlabuyalingana Local Municipality,3973
500411181,Nomakhaladi Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Ilembe,Maphumulo Local Municipality,3268
500413142,Tehillah Christian School,Operational,Independent,Ordinary School,Primary School,Primary Subjects,99,Kzn,Uthungulu,Umhlathuze Local Municipality,3887
500413179,Betesda Independent School,Operational,Independent,Ordinary School,Combined School,Ordinary School,5113404,Kzn,Uthungulu,Umhlathuze Local Municipality,3900
500413216,St Gregory Primary School,Operational,Independent,Ordinary School,Primary School,Primary Subjects,99,Kzn,Uthukela,Inkosi Langalibalele Local Municipality,3310
500413586,Seaforth College,Operational,Independent,Ordinary School,Combined School,Comprehensive,99,Kzn,Ilembe,Kwadukuza Local Municipality,4420
500413734,Sinenzuzo Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,3700
500413845,J G Zuma High School,Operational,Public,Ordinary School,Secondary School,Ordinary School,5412316,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,4000
500413882,Nsimbini Primary Full Service School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,4058
500413993,Ihsaan Girls College,Operational,Independent,Ordinary School,Combined School,Comprehensive,5411114,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,4035
500414363,Dumaphansi Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,5212209,Kzn,Umzinyathi,Msinga Local Municipality,3010
500414400,Dlangamandla Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Umzinyathi,Umvoti Local Municipality,3250
500414437,Sekusile Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,4360
500414474,Mehlwane Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Amajuba,Dannhauser Local Municipality,2940
500414511,Vs Zulu Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Amajuba,Newcastle Local Municipality,2940
500414548,Ezamakhanya Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Amajuba,Newcastle Local Municipality,2952
500414585,Siphesihle Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Amajuba,Newcastle Local Municipality,2951
500414622,Enhlanhleni Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Amajuba,Dannhauser Local Municipality,3080
500414659,Hlalunolwazi Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Amajuba,Newcastle Local Municipality,2952
500414696,Sisonke Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Amajuba,Dannhauser Local Municipality,2952
500414733,Bambanani Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Uthukela,Okhahlamba Local Municipality,3350
500414770,Mhlwazini Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,5211114,Kzn,Uthukela,Okhahlamba Local Municipality,3340
500414807,Mpumelelo High School,Operational,Public,Ordinary School,Secondary School,Ordinary School,5211222,Kzn,Uthukela,Inkosi Langalibalele Local Municipality,3330
500414844,Mzochithwayo Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Uthukela,Okhahlamba Local Municipality,3340
500414881,Shayamoya Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Uthukela,Inkosi Langalibalele Local Municipality,3310
500414918,Thembisizwe Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Uthukela,Alfred Duma Local Municipality,3370
500414955,Siyaphambili Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Uthukela,Alfred Duma Local Municipality,2920
500414992,Enjabulweni Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Uthukela,Alfred Duma Local Municipality,3370
500415029,Mabaso Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,5212242,Kzn,Umzinyathi,Msinga Local Municipality,3010
500415103,Zamokuhle Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,5313417,Kzn,Umzinyathi,Msinga Local Municipality,3010
500418137,Ihsaan Boys College,Operational,Independent,Ordinary School,Combined School,Ordinary School,5411113,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,4060
500418174,Rosedale Islamic Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Uthukela,Inkosi Langalibalele Local Municipality,3310
500418211,Mthonjaneni Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,99,Kzn,Uthungulu,Mthonjaneni Local Municipality,3835
500418246,King Mageba Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Zululand,Ulundi Local Municipality,3838
500420024,Kasturba Gandhi Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,4310
500422614,Bonginkosi Christian Academy,Operational,Independent,Ordinary School,Primary School,Primary Subjects,99,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,4035
500422651,St Barnabas Independent School,Operational,Independent,Ordinary School,Secondary School,Ordinary School,5411284,Kzn,Ethekwini,Ethekwini Metropolitan Municipality,4051
500422947,Sunshine Primary School,Operational,Public,Ordinary School,Primary School,Pre Primary,99,Kzn,Umkhanyakude,Umhlabuyalingana Local Municipality,3974
500423576,Amawushe Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4686
500423613,Antioch Junior Secondary School,Operational,Public,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500423650,Bambanani Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4686
500423687,Bloemfontein Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500423724,Bombasi Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4686
500423761,Bomvini Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500423798,Bonginceba Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4680
500423835,Bontrand Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500423872,Brandwood Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4700
500423909,Buhlebezwe Senior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500423946,Bungende Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500423983,Cabane Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500424020,Cetywayo Senior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500424057,Clydesdale Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500424094,Clydesdale Senior Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3997
500424131,Common Svalley Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4686
500424168,Corinth Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500424205,Drc Senior Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500424242,Deepdale Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4680
500424279,Delamuzi Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500424316,Inzuzwentle Primary School,Operational,Public,Ordinary School,Combined School,Ordinary School,5313423,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500424353,Dovedale Senior Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4680
500424390,D R C Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500424427,Driefontein Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500424464,Dulati Combined School,Operational,Public,Ordinary School,Combined School,Ordinary School,5313422,Kzn,Sisonke,Umzimkhulu Local Municipality,4706
500424501,Dumakude Senior Secondary School,Operational,Public,Ordinary School,Secondary School,Commercial,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500424538,Dumisa Combined School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500424575,Eastlands Junior Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4686
500424612,Ebuta Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500424649,Edgerton Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4706
500424686,Egugwini Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4680
500424723,Elukholweni Junior Secondary School,Operational,Public,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4680
500424797,Emaus Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500424834,Emaus Senior Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500424871,Embuzweni Junior Secondary School,Operational,Public,Ordinary School,Combined School,Arts Drama Music Ballet,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4686
500424908,Emfundweni Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4686
500424945,Emvubukazi Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500424982,Engunjini Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500425019,Engwaqa Combined School,Operational,Public,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500425056,Engwaqa Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3263
500425093,Entsikeni Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,4700
500425130,Entsikeni Secondary School,Operational,Public,Ordinary School,Secondary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500425167,Enyanisweni Combined School,Operational,Public,Ordinary School,Primary School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3263
500425204,Esihlontlweni Junior Secondary School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
500425241,Etembeni Combined School,Operational,Public,Ordinary School,Combined School,Ordinary School,99,Kzn,Sisonke,Umzimkhulu Local Municipality,3297
